Provider,DeductibleAmtPaid_mean,DeductibleAmtPaid_max,NoOfMonths_PartACov_mean,NoOfMonths_PartBCov_mean,OPAnnualReimbursementAmt_mean,OPAnnualReimbursementAmt_max,OPAnnualReimbursementAmt_sum,OPAnnualDeductibleAmt_mean,OPAnnualDeductibleAmt_max,OPAnnualDeductibleAmt_sum,ClaimCounts,Gender,ClaimPeriod,RaceOneFrac,MajorRace,RenalDiseaseIndicator,Age,uniqBeneCount,ClmsperBene,TotalInscClaimAmtReimbursed,MeanInscClaimAmtReimbursed,MaxInscClaimAmtReimbursed,uniqATPhysnCount,ClmsperATPhysn,uniqOPPhysnCount,ClmsperOPPhysn,uniqOTPhysnCount,ClmsperOTPhysn,InClmsPct,StateCount_Uniq,MajorState,CountyCount_Uniq,MajorCounty,TotalIPAnnualReimbursementAmt,MeanIPAnnualReimbursementAmt,MaxIPAnnualReimbursementAmt,TotalIPAnnualDeductibleAmtdf,MeanIPAnnualDeductibleAmt,MaxIPAnnualDeductibleAmt,MaxHospitalDays,MedianHospitalDays,MeanHospitalDays,Chronic_Alzheimer_Frac,Chronic_Heartfailure_Frac,Chronic_KidneyDisease_Frac,Chronic_Cancer_Frac,Chronic_ObstrPulmonary_Frac,Chronic_Depression_Frac,Chronic_Diabetes_Frac,Chronic_IschemicHeart_Frac,Chronic_Osteoporasis_Frac,Chronic_rheumatoidarthritis_Frac,Chronic_stroke_Frac,Deceased_Frac,MaxDiagCodeNumPerClaim,MeanDiagCodeNumPerClaim,MaxProcCodeNumPerClaim,MeanProcCodeNumPerClaim,TotalDiagCodeNum,TotalProcCodeNum,MeanHighFreqDiagCodeNumPerClaim,MeanMediumHighFreqDiagCodeNumPerClaim,MeanMediumFreqDiagCodeNumPerClaim,MeanLowFreqDiagCodeNumPerClaim,MeanRareFreqDiagCodeNumPerClaim,TotalHighFreqProcCodeNumPerClaim,TotalMediumHighFreqProcCodeNumPerClaim,TotalMediumFreqProcCodeNumPerClaim,TotalLowFreqProcCodeNumPerClaim,TotalRareFreqProcCodeNumPerClaim,totalDiagCode_4019,totalDiagCode_25000,totalDiagCode_2724,totalDiagCode_V5869,totalDiagCode_4011,totalDiagCode_42731,totalDiagCode_V5861,totalDiagCode_2720,totalDiagCode_2449,totalDiagCode_4280,totalDiagCode_53081,totalDiagCode_41401,totalDiagCode_496,totalDiagCode_2589,totalDiagCode_41400,totalDiagCode_Other,totalProcCode_4019,totalProcCode_9904,totalProcCode_2724,totalProcCode_8154,totalProcCode_66,totalProcCode_3893,totalProcCode_3995,totalProcCode_4516,totalProcCode_3722,totalProcCode_8151,totalProcCode_8872,totalProcCode_9671,totalProcCode_4513,totalProcCode_5849,totalProcCode_9390,totalProcCode_Other,TotalTeDiagCode,TotalTeProcCode
PRV51017,2.0388349514563107,100.0,11.895145631067962,11.966990291262135,2370.990291262136,33850,1221060,689.3009708737864,9950,354990,515,0.437,2.357,0.804,1,0.165,73.0,420,1.2261904761904765,142720,277.126213592233,3300,113,4.557522123893805,46,11.195652173913045,69,7.463768115942029,0.0,10,44,61,840,1711200,3322.7184466019417,48990,198512,385.4601941747573,5340,0.0,0.0,0.0,0.4194174757281553,0.570873786407767,0.4174757281553398,0.1126213592233009,0.3087378640776699,0.4077669902912621,0.6815533980582524,0.7495145631067961,0.3572815533980582,0.2485436893203883,0.0912621359223301,0.0097087378640776,10,2.704854368932039,1,0.003883495145631068,1393,2,0.5650485436893203,0.1766990291262136,0.8155339805825242,0.1786407766990291,0.9689320388349515,1,1,0,0,0,72,32,25,27,33,15,14,10,12,9,15,10,10,7,15,4844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2575,1.1452645042736167,1.161781484567252
PRV51021,122.53696498054477,1068.0,11.95330739299611,11.914396887159532,2695.0972762645915,31880,692640,770.0466926070039,9950,197902,257,0.424,3.0,0.763,1,0.222,74.0,208,1.2355769230769231,348830,1357.3151750972763,57000,69,3.724637681159421,30,8.566666666666666,41,6.2682926829268295,0.11284046692607,4,25,34,660,1255950,4886.964980544747,90000,149776,582.7859922178989,9068,18.0,0.0,0.6498054474708171,0.3657587548638132,0.5642023346303502,0.4747081712062256,0.2334630350194552,0.4007782101167315,0.4513618677042801,0.754863813229572,0.7626459143968871,0.2723735408560311,0.3307392996108949,0.1050583657587548,0.0038910505836575,10,3.4280155642023344,3,0.08560311284046693,881,22,0.6614785992217899,0.22568093385214008,1.11284046692607,0.2801556420233463,1.1478599221789882,9,6,3,2,2,42,18,14,11,9,11,10,10,7,5,8,8,7,10,5,2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,1.2069767008462895,1.1802200317392526
PRV51023,246.4,1068.0,12.0,12.0,2475.555555555556,17530,89120,769.4444444444445,6330,27700,36,0.417,4.667,0.694,1,0.278,70.5,35,1.0285714285714285,65610,1822.5,13000,14,2.571428571428572,8,4.5,6,6.0,0.25,1,1,7,510,191530,5320.277777777777,39000,30364,843.4444444444445,6068,11.0,0.0,1.1388888888888888,0.4444444444444444,0.5833333333333334,0.4444444444444444,0.1388888888888889,0.2777777777777778,0.4444444444444444,0.5833333333333334,0.8333333333333334,0.25,0.2222222222222222,0.1388888888888889,0.0,9,4.555555555555555,1,0.1388888888888889,164,5,0.8888888888888888,0.3055555555555556,1.75,0.4166666666666667,1.1944444444444444,0,1,3,0,1,9,2,4,0,1,3,2,0,4,3,1,0,1,2,1,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1.1676393825055136,1.1860215955259532
PRV51024,248.7692307692308,1068.0,12.0,12.0,1973.076923076923,18450,76950,668.7179487179487,4880,26080,39,0.436,2.641,0.846,1,0.308,69.0,38,1.0263157894736843,64050,1642.3076923076924,13000,13,3.0,5,7.8,8,4.875,0.2307692307692307,2,25,10,630,178100,4566.666666666667,24600,24564,629.8461538461538,3204,11.0,0.0,1.2307692307692308,0.3846153846153846,0.5384615384615384,0.5897435897435898,0.1282051282051282,0.358974358974359,0.4102564102564102,0.7692307692307693,0.7435897435897436,0.282051282051282,0.358974358974359,0.1538461538461538,0.0,10,3.5128205128205128,1,0.1794871794871795,137,7,0.8461538461538461,0.20512820512820512,1.1538461538461537,0.3076923076923077,1.0,3,1,3,0,0,8,5,5,2,1,1,2,1,1,0,2,3,1,1,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,1.1946776335869687,1.197517709858156
PRV51027,0.0,0.0,11.773584905660377,11.962264150943396,3564.5283018867926,31650,188920,947.1698113207548,8280,50200,53,0.491,3.132,0.698,1,0.302,74.0,44,1.2045454545454546,29840,563.0188679245283,3300,10,5.3,6,8.833333333333334,5,10.6,0.0,2,11,5,460,330250,6231.132075471698,35160,37380,705.2830188679245,4272,0.0,0.0,0.0,0.4339622641509434,0.6792452830188679,0.5094339622641509,0.1698113207547169,0.3018867924528302,0.5660377358490566,0.7735849056603774,0.8113207547169812,0.1886792452830188,0.2452830188679245,0.1509433962264151,0.0188679245283018,9,2.4716981132075473,0,0.0,131,0,0.4339622641509434,0.2830188679245283,0.8113207547169812,0.16981132075471697,0.7735849056603774,0,0,0,0,0,4,2,4,2,4,0,0,2,1,1,1,1,1,0,1,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,1.1366511543034685,1.1610674682071278
PRV51029,1.7204301075268815,90.0,11.741935483870968,11.978494623655914,1660.967741935484,11570,154470,493.1182795698925,1860,45860,93,0.43,1.699,0.774,1,0.14,73.0,79,1.1772151898734178,30660,329.6774193548387,3300,38,2.4473684210526314,10,9.3,17,5.470588235294118,0.0,6,45,17,810,357960,3849.032258064516,65000,38040,409.03225806451616,5136,0.0,0.0,0.0,0.3440860215053763,0.4838709677419355,0.3548387096774194,0.0967741935483871,0.3118279569892473,0.3225806451612903,0.6666666666666666,0.7096774193548387,0.1827956989247312,0.3010752688172043,0.1397849462365591,0.010752688172043,9,2.838709677419355,0,0.0,264,0,0.6021505376344086,0.10752688172043011,0.8924731182795699,0.16129032258064516,1.075268817204301,0,0,0,0,0,15,7,8,2,1,3,4,3,5,1,0,1,3,3,3,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,1.1513686580797495,1.1610674682071278
PRV51030,510.2823529411765,1068.0,11.859649122807015,11.719298245614034,2499.181286549708,33850,427360,665.672514619883,8280,113830,171,0.415,4.199,0.825,1,0.275,73.0,145,1.179310344827586,739760,4326.081871345029,57000,46,3.717391304347826,12,14.25,23,7.434782608695652,0.47953216374269,2,11,14,830,1274520,7453.333333333333,57000,172608,1009.40350877193,8136,24.0,0.0,2.695906432748538,0.4269005847953216,0.6491228070175439,0.4736842105263157,0.175438596491228,0.3801169590643274,0.4444444444444444,0.7309941520467836,0.8070175438596491,0.2807017543859649,0.3450292397660818,0.0760233918128654,0.0116959064327485,10,5.152046783625731,3,0.3333333333333333,881,57,1.064327485380117,0.3333333333333333,1.8830409356725146,0.40350877192982454,1.4678362573099415,10,23,20,0,4,40,22,17,2,4,19,5,10,12,13,9,15,7,7,7,1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,1.2248004970831918,1.2177326063104505
PRV51031,163.48108108108107,1068.0,11.935135135135136,11.972972972972974,1868.0,16290,345580,613.2432432432432,3920,113450,185,0.373,3.0,0.811,1,0.211,74.0,157,1.178343949044586,359720,1944.4324324324325,68000,60,3.083333333333333,16,11.5625,28,6.607142857142857,0.1513513513513513,4,23,29,810,1136390,6142.648648648648,74000,131332,709.9027027027028,10204,19.0,0.0,0.9891891891891892,0.4864864864864865,0.6918918918918919,0.4810810810810811,0.1027027027027027,0.3837837837837838,0.4378378378378378,0.7027027027027027,0.8162162162162162,0.4594594594594595,0.2918918918918919,0.1027027027027027,0.0054054054054054,10,3.362162162162162,2,0.13513513513513514,622,25,0.7675675675675676,0.15135135135135136,1.172972972972973,0.21081081081081082,1.0594594594594595,4,10,9,1,1,33,18,15,13,4,8,8,3,7,5,9,6,8,5,5,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,1.1667161180260257,1.1834693194206027
PRV51032,2.1739130434782608,40.0,11.478260869565217,12.0,1402.608695652174,4910,32260,423.9130434782609,1650,9750,23,0.435,1.913,0.957,1,0.13,72.0,21,1.0952380952380951,5420,235.65217391304347,2900,10,2.3,4,5.75,8,2.875,0.0,3,44,5,341,188280,8186.086956521739,44050,25292,1099.6521739130435,6068,0.0,0.0,0.0,0.391304347826087,0.6521739130434783,0.4347826086956521,0.217391304347826,0.3478260869565217,0.4782608695652174,0.6956521739130435,0.6956521739130435,0.1739130434782608,0.217391304347826,0.1304347826086956,0.0434782608695652,6,2.347826086956522,0,0.0,54,0,0.6956521739130435,0.043478260869565216,0.5217391304347826,0.08695652173913043,1.0,0,0,0,0,0,4,4,1,1,1,0,2,1,0,1,0,1,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1.1602194443884455,1.1610674682071278
PRV51035,47.6,1068.0,12.0,11.7,1332.0,4490,39960,439.3333333333333,2040,13180,30,0.4,3.267,0.733,1,0.267,76.5,25,1.2,32560,1085.3333333333333,29000,18,1.6666666666666667,7,4.285714285714286,8,3.75,0.0333333333333333,2,44,8,510,108160,3605.3333333333335,29840,10680,356.0,2136,15.0,0.0,0.5,0.2666666666666666,0.6,0.6,0.1333333333333333,0.3666666666666666,0.6,0.7333333333333333,0.8,0.3333333333333333,0.2333333333333333,0.2666666666666666,0.0,9,2.4,1,0.03333333333333333,72,1,0.6,0.23333333333333334,0.6,0.16666666666666666,0.8,0,1,0,0,0,3,2,2,1,3,0,1,0,2,0,2,0,0,2,1,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.1577959027068425,1.1672954320336069
PRV51036,5.071942446043166,100.0,11.863309352517986,11.43525179856115,2070.575539568345,8330,575620,512.0863309352518,2580,142360,278,0.41,2.05,0.806,1,0.158,73.0,131,2.122137404580153,74880,269.3525179856115,4400,5,55.6,3,92.66666666666669,4,69.5,0.0,1,1,7,660,1571900,5654.3165467625895,143800,162656,585.0935251798561,13136,0.0,0.0,0.0,0.356115107913669,0.5719424460431655,0.3920863309352518,0.1115107913669064,0.3417266187050359,0.4748201438848921,0.7230215827338129,0.7230215827338129,0.3417266187050359,0.2949640287769784,0.0683453237410072,0.0,10,2.615107913669065,0,0.0,727,0,0.5503597122302158,0.08992805755395683,0.7338129496402878,0.20863309352517986,1.0323741007194245,0,0,0,0,0,25,20,19,16,11,11,9,12,7,3,5,3,5,7,2,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,1.1381616043010203,1.1610674682071278
PRV51037,56.22026431718061,1068.0,11.973568281938324,11.931718061674008,2154.0308370044054,15860,977930,573.7444933920705,3530,260480,454,0.425,2.533,0.866,1,0.145,72.0,206,2.203883495145631,342230,753.8105726872246,23000,3,151.33333333333334,3,151.33333333333334,1,454.0,0.0506607929515418,1,1,7,470,1811420,3989.911894273128,32270,292700,644.7136563876652,13136,18.0,0.0,0.2819383259911894,0.4295154185022026,0.5969162995594713,0.3986784140969163,0.2290748898678414,0.3414096916299559,0.4515418502202643,0.6850220264317181,0.7995594713656388,0.3700440528634361,0.2907488986784141,0.0638766519823788,0.0220264317180616,10,2.986784140969163,3,0.028634361233480177,1356,13,0.6651982378854625,0.1696035242290749,0.9713656387665198,0.19383259911894274,0.986784140969163,5,3,4,0,1,74,36,30,22,24,21,20,11,6,17,10,15,10,6,13,4225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2270,1.1904573545708674,1.1664314580772837
PRV51038,222.8,1068.0,11.914893617021276,11.936170212765957,2191.1347517730496,15900,308950,622.9787234042553,3450,87840,141,0.362,2.78,0.78,1,0.227,73.0,107,1.3177570093457944,265490,1882.90780141844,17000,44,3.2045454545454546,16,8.8125,22,6.409090909090909,0.2127659574468085,3,44,15,900,699540,4961.276595744681,71000,88644,628.6808510638298,3204,25.0,0.0,1.070921985815603,0.4964539007092198,0.624113475177305,0.4609929078014184,0.1914893617021276,0.3049645390070922,0.4468085106382978,0.7730496453900709,0.7943262411347518,0.3262411347517731,0.3262411347517731,0.0992907801418439,0.0070921985815602,10,3.3191489361702127,3,0.10638297872340426,468,15,0.5531914893617021,0.1276595744680851,1.2907801418439717,0.2765957446808511,1.070921985815603,3,6,6,0,0,15,9,6,3,6,2,4,5,5,8,4,1,6,4,3,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,1.1808225357413904,1.1866247750341314
PRV51040,103.34117647058824,1068.0,11.790697674418604,12.0,2433.0232558139537,22320,209240,601.8604651162791,5020,51760,86,0.465,2.663,0.814,1,0.151,73.0,69,1.2463768115942029,74470,865.9302325581396,21000,15,5.733333333333333,8,10.75,11,7.818181818181818,0.1046511627906976,2,10,10,500,681080,7919.53488372093,90000,49428,574.7441860465116,4272,34.0,0.0,1.2093023255813953,0.4069767441860465,0.627906976744186,0.3837209302325581,0.0813953488372093,0.2906976744186046,0.4767441860465116,0.7325581395348837,0.7674418604651163,0.2441860465116279,0.2325581395348837,0.127906976744186,0.0116279069767441,9,3.453488372093023,2,0.08139534883720931,297,7,0.8255813953488372,0.12790697674418605,1.1627906976744187,0.29069767441860467,1.0465116279069768,1,2,2,1,1,16,5,8,7,6,4,8,1,2,4,1,4,2,3,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,1.1677141406022542,1.175195725476083
PRV51043,0.0,0.0,12.0,12.0,1605.2173913043478,6580,36920,550.4347826086956,1640,12660,23,0.435,1.0,0.783,1,0.043,73.0,20,1.15,4480,194.7826086956522,1100,6,3.8333333333333335,2,11.5,4,5.75,0.0,2,10,4,500,72150,3136.9565217391305,17900,8544,371.4782608695652,2136,0.0,0.0,0.0,0.3478260869565217,0.6956521739130435,0.3043478260869565,0.1304347826086956,0.3478260869565217,0.391304347826087,0.782608695652174,0.6521739130434783,0.391304347826087,0.217391304347826,0.0,0.0,7,1.9130434782608696,0,0.0,44,0,0.391304347826087,0.043478260869565216,0.6521739130434783,0.043478260869565216,0.782608695652174,0,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,1,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1.1438119637232693,1.1610674682071278
