Provider,MedianAge,MeanInscClaimAmtReimbursed,MaxInscClaimAmtReimbursed,TotalInscClaimAmtReimbursed,MeanDeductibleAmtPaid,MaxDeductibleAmtPaid,MeanNumMonth_PartACov,MeanNumMonth_PartBCov,MeanOPAnnualReimbursementAmt,MaxOPAnnualReimbursementAmt,TotalOPAnnualReimbursementAmt,MeanOPAnnualDeductibleAmt,MaxOPAnnualDeductibleAmt,TotalOPAnnualDeductibleAmt,MeanIPAnnualReimbursementAmt,MaxIPAnnualReimbursementAmt,TotalIPAnnualReimbursementAmt,MeanIPAnnualDeductibleAmt,MaxIPAnnualDeductibleAmt,TotalIPAnnualDeductibleAmt,MeanClaimPeriods,MaxHospitalDays,MedianHospitalDays,MeanHospitalDays,MaxDiagCodeNumPerClaim,MeanDiagCodeNumPerClaim,MaxProcCodeNumPerClaim,MeanProcCodeNumPerClaim,TotalDiagCodeNum,TotalProcCodeNum,MeanHighFreqDiagCodeNumPerClaim,MeanMediumHighFreqDiagCodeNumPerClaim,MeanMediumFreqDiagCodeNumPerClaim,MeanLowFreqDiagCodeNumPerClaim,MeanRareFreqDiagCodeNumPerClaim,TotalHighFreqProcCodeNumPerClaim,TotalMediumHighFreqProcCodeNumPerClaim,TotalMediumFreqProcCodeNumPerClaim,TotalLowFreqProcCodeNumPerClaim,TotalRareFreqProcCodeNumPerClaim,totalDiagCode_4019,totalDiagCode_25000,totalDiagCode_2724,totalDiagCode_V5869,totalDiagCode_4011,totalDiagCode_42731,totalDiagCode_V5861,totalDiagCode_2720,totalDiagCode_2449,totalDiagCode_4280,totalDiagCode_53081,totalDiagCode_41401,totalDiagCode_496,totalDiagCode_2589,totalDiagCode_41400,totalDiagCode_Other,totalProcCode_4019,totalProcCode_9904,totalProcCode_2724,totalProcCode_8154,totalProcCode_66,totalProcCode_3893,totalProcCode_3995,totalProcCode_4516,totalProcCode_3722,totalProcCode_8151,totalProcCode_8872,totalProcCode_9671,totalProcCode_4513,totalProcCode_5849,totalProcCode_9390,totalProcCode_Other,ChronicCond_Alzheimer_Frac,ChronicCond_Heartfailure_Frac,ChronicCond_KidneyDisease_Frac,ChronicCond_Cancer_Frac,ChronicCond_ObstrPulmonary_Frac,ChronicCond_Depression_Frac,ChronicCond_Diabetes_Frac,ChronicCond_IschemicHeart_Frac,ChronicCond_Osteoporasis_Frac,ChronicCond_rheumatoidarthritis_Frac,ChronicCond_stroke_Frac,RenalDiseaseIndicator_Frac,Deceased_Frac,Gender_Frac,Race_Frac,In_Out_Frac,ClaimNumbers,UniqBeneCount,ClaimCountsperPatient,UniqATPhysCount,ClmsperATPhysn,UniqOPPhysCount,ClmsperOPPhysn,UniqOTPhysCount,ClmsperOTPhysn,UniqStateCount,UniqCountyCount,MajorState,MajorCounty,MajorRace
PRV51292,71.5,180.45454545454547,800,3970,0.0,0.0,12.0,12.0,1443.1818181818182,3850,31750,360.0,1360,7920,1977.2727272727273,15500,43500,612.5454545454545,5136,13476,4.545454545454546,0.0,0.0,0.0,6,1.9545454545454546,0,0.0,43,0,0.5909090909090909,0.045454545454545456,0.4090909090909091,0.09090909090909091,0.8181818181818182,0,0,0,0,0,3,1,3,0,0,0,0,1,0,1,0,1,1,1,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.13636363636363635,0.13636363636363635,0.45454545454545453,0.7272727272727273,0.7727272727272727,0.3181818181818182,0.22727272727272727,0.0,0.0,0.045454545454545456,0.36363636363636365,0.8636363636363636,0.0,22,16,1.375,7,3.142857142857143,3,7.333333333333333,6,3.6666666666666665,1,5,4,740,1
PRV54903,77.0,8142.857142857143,17000,57000,1068.0,1068.0,12.0,12.0,2915.714285714286,8090,20410,1215.7142857142858,2470,8510,9934.285714285714,19500,69540,1525.7142857142858,2136,10680,3.142857142857143,6.0,3.0,3.142857142857143,9,6.571428571428571,1,0.14285714285714285,46,1,1.4285714285714286,0.8571428571428571,2.5714285714285716,0.2857142857142857,1.4285714285714286,0,0,1,0,0,1,0,0,1,0,1,0,0,0,3,0,1,1,2,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,1.0,1.0,7,6,1.1666666666666667,1,7.0,1,7.0,0,0.0,1,1,33,500,1
PRV55523,75.0,274.983498349835,3300,83320,3.0033003300330035,100.0,11.96039603960396,11.96039603960396,2033.6303630363036,17760,616190,620.4950495049505,5600,188010,5990.4620462046205,61100,1815110,524.5148514851485,5136,158928,2.2805280528052805,0.0,0.0,0.0,9,2.5544554455445545,0,0.0,774,0,0.5379537953795379,0.15181518151815182,0.7986798679867987,0.20132013201320131,0.8646864686468647,0,0,0,0,0,34,13,14,18,12,5,12,10,4,8,6,3,7,3,5,2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1818,0.33003300330033003,0.5610561056105611,0.37623762376237624,0.12211221122112212,0.2508250825082508,0.42574257425742573,0.6105610561056105,0.7524752475247525,0.37623762376237624,0.24422442244224424,0.056105610561056105,0.0,0.006600660066006601,0.4752475247524752,0.9273927392739274,0.0,303,158,1.9177215189873418,16,18.9375,13,23.307692307692307,15,20.2,1,16,36,800,1
PRV51925,74.5,490.0,1700,1960,0.0,0.0,12.0,9.0,592.5,1700,2370,85.0,200,340,2000.0,4000,8000,534.0,1068,2136,1.0,0.0,0.0,0.0,3,2.5,0,0.0,10,0,1.0,0.25,0.5,0.0,0.75,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.75,0.0,0.0,0.0,1.0,0.75,0.0,4,3,1.3333333333333333,1,4.0,1,4.0,1,4.0,1,1,6,100,1
PRV54429,75.0,787.2307692307693,14000,51170,36.96875,1068.0,12.0,12.0,2004.6153846153845,7750,130300,645.5384615384615,2470,41960,11684.615384615385,90000,759500,887.2615384615384,4272,57672,2.9384615384615387,7.0,0.0,0.2153846153846154,9,2.830769230769231,1,0.046153846153846156,184,3,0.7384615384615385,0.24615384615384617,0.8,0.2153846153846154,0.8307692307692308,1,2,0,0,0,8,6,4,5,3,2,6,0,3,2,0,2,0,2,2,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0.47692307692307695,0.6153846153846154,0.4153846153846154,0.2923076923076923,0.2,0.5384615384615384,0.6307692307692307,0.6923076923076923,0.6153846153846154,0.2153846153846154,0.09230769230769231,0.0,0.0,0.4,0.8615384615384616,0.046153846153846156,65,27,2.4074074074074074,11,5.909090909090909,4,16.25,9,7.222222222222222,1,4,26,720,1
PRV56289,69.0,5600.0,10000,28000,1068.0,1068.0,12.0,12.0,256.0,820,1280,176.0,420,880,8400.0,13000,42000,1495.2,2136,7476,5.0,8.0,4.0,5.0,9,8.4,2,0.4,42,2,1.8,1.2,2.8,1.0,1.6,0,1,1,0,0,3,0,2,0,0,0,0,0,0,0,1,1,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.8,0.6,0.2,0.2,0.2,0.6,0.8,0.6,0.4,0.2,0.2,0.0,0.0,0.4,0.8,1.0,5,5,1.0,4,1.25,1,5.0,0,0.0,1,3,42,30,1
PRV51497,76.0,6946.0,57000,104190,284.8,1068.0,12.0,12.0,1340.0,3460,20100,292.0,830,4380,13864.666666666666,68100,207970,996.8,3204,14952,3.7333333333333334,14.0,0.0,1.9333333333333333,10,4.4,3,0.3333333333333333,66,5,1.1333333333333333,0.3333333333333333,1.6666666666666667,0.2,1.0666666666666667,3,1,1,0,0,3,1,3,0,1,1,1,1,1,0,0,2,1,1,1,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0.4,0.6666666666666666,0.4666666666666667,0.06666666666666667,0.4666666666666667,0.6,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4,0.2,0.0,0.06666666666666667,0.4666666666666667,0.7333333333333333,0.26666666666666666,15,15,1.0,13,1.1538461538461537,3,5.0,5,3.0,2,6,5,60,1
PRV54504,77.0,3624.3333333333335,57000,434920,392.26666666666665,1068.0,11.9,11.7,1612.1666666666667,17380,193460,397.75,5680,47730,7699.666666666667,73210,923960,890.0,3204,106800,3.1166666666666667,15.0,0.0,1.8,10,4.641666666666667,2,0.2,557,24,1.2583333333333333,0.2916666666666667,1.6833333333333333,0.25833333333333336,1.15,7,7,8,2,0,28,10,14,5,5,11,1,8,14,8,11,12,5,5,8,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0.45,0.6333333333333333,0.5083333333333333,0.15,0.4,0.39166666666666666,0.7333333333333333,0.8583333333333333,0.2916666666666667,0.31666666666666665,0.1,0.0,0.008333333333333333,0.43333333333333335,0.925,0.36666666666666664,120,103,1.1650485436893203,40,3.0,15,8.0,15,8.0,8,23,27,310,1
PRV51869,71.0,1260.952380952381,18000,26480,105.04761904761905,1068.0,12.0,12.0,1652.3809523809523,5500,34700,649.5238095238095,2220,13640,5857.619047619048,49000,123010,915.4285714285714,6408,19224,1.4285714285714286,9.0,0.0,0.5238095238095238,9,2.619047619047619,0,0.0,55,0,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.2857142857142857,1.0476190476190477,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,1,0,0,0,2,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0.38095238095238093,0.5238095238095238,0.3333333333333333,0.19047619047619047,0.3333333333333333,0.19047619047619047,0.7619047619047619,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.09523809523809523,0.0,0.0,0.42857142857142855,0.8571428571428571,0.09523809523809523,21,21,1.0,11,1.9090909090909092,2,10.5,4,5.25,3,9,6,200,1
PRV55625,82.0,281.42857142857144,1200,5910,0.0,0.0,12.0,12.0,1627.6190476190477,5150,34180,756.6666666666666,2700,15890,8505.714285714286,33170,178620,762.8571428571429,3204,16020,1.0476190476190477,0.0,0.0,0.0,8,2.9047619047619047,0,0.0,61,0,0.7142857142857143,0.2857142857142857,0.9047619047619048,0.23809523809523808,0.7619047619047619,0,0,0,0,0,2,1,2,2,2,0,2,0,1,0,0,1,0,1,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0.47619047619047616,0.6190476190476191,0.47619047619047616,0.2857142857142857,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.7619047619047619,0.38095238095238093,0.047619047619047616,0.0,0.0,0.0,0.5714285714285714,0.9047619047619048,0.0,21,16,1.3125,3,7.0,2,10.5,1,21.0,1,1,36,800,1
PRV57140,85.5,225.0,400,450,0.0,0.0,12.0,12.0,705.0,1060,1410,355.0,500,710,0.0,0,0,0.0,0,0,1.0,0.0,0.0,0.0,3,2.0,0,0.0,4,0,0.0,0.0,1.5,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.5,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,2,2,1.0,1,2.0,0,0.0,1,2.0,1,2,46,160,1
